ticket_id,account_id,created_date,pred_category,pred_severity,sentiment,theme
TK103063,ACC101007,2026-05-03,Reconciliation,Critical,0.1531,"don match, match, don"
TK114637,ACC104830,2026-07-14,Reconciliation,High,0.5719,"morning, recon job, flagged"
TK109006,ACC102969,2026-07-06,API/Integration,Medium,0.0258,"overnight batch, batch, overnight"
TK105205,ACC101699,2026-07-15,Settlement,High,-0.34,"failed, settle, pending"
TK113383,ACC104413,2026-06-08,Billing,Medium,0.3612,"moderate impact, moderate, like fixed"
TK102122,ACC100689,2026-06-17,Performance,High,-0.5574,"schedule, report times, generation"
TK111032,ACC103636,2026-05-18,UI/Usability,High,-0.024,"schedule, report times, generation"
TK102334,ACC100755,2026-05-31,Onboarding,Medium,-0.2013,"don match, match, don"
TK106712,ACC102183,2026-05-04,Settlement,High,-0.128,"window yesterday, cutoff, window"
TK114441,ACC104759,2026-05-12,Onboarding,Critical,-0.3182,"schedule, report times, generation"
TK110025,ACC103298,2026-06-05,Data Accuracy,Low,-0.3612,"corporate action, corporate, wrong corporate"
TK100150,ACC100042,2026-07-03,Performance,High,0.0,"schedule, report times, generation"
TK113821,ACC104552,2026-06-27,Performance,Medium,-0.0762,"seconds load, takes 30, load market"
TK103702,ACC101212,2026-04-25,Settlement,High,-0.2225,"moderate impact, moderate, like fixed"
TK104768,ACC101562,2026-06-08,API/Integration,High,-0.1531,"overnight batch, batch, overnight"
TK107171,ACC102338,2026-05-16,Data Accuracy,Medium,-0.1531,"corporate action, corporate, wrong corporate"
TK110022,ACC103297,2026-06-02,Onboarding,Low,0.2732,"schedule, report times, generation"
TK113174,ACC104342,2026-05-21,Onboarding,Low,-0.4767,"schedule, report times, generation"
TK114193,ACC104678,2026-05-27,Onboarding,High,0.4588,"schedule, report times, generation"
TK101684,ACC100543,2026-05-14,UI/Usability,Low,-0.6249,"schedule, report times, generation"
TK109906,ACC103264,2026-05-16,Onboarding,High,0.2732,"schedule, report times, generation"
TK105597,ACC101817,2026-06-06,Reconciliation,High,0.7184,"don match, match, don"
TK109942,ACC103274,2026-07-10,Reconciliation,High,0.1531,"morning, recon job, flagged"
TK103207,ACC101051,2026-05-02,Onboarding,Medium,0.3612,"moderate impact, moderate, like fixed"
TK100353,ACC100109,2026-04-21,Reconciliation,Low,-0.0762,"morning, recon job, flagged"
TK109304,ACC103065,2026-07-10,Performance,Low,0.4588,"schedule, report times, generation"
TK104404,ACC101446,2026-04-29,API/Integration,Low,0.0,"overnight batch, batch, overnight"
TK109644,ACC103181,2026-04-23,Access/Permissions,High,0.4019,"morning, recon job, flagged"
TK106312,ACC102052,2026-05-26,Onboarding,Low,-0.0762,"schedule, report times, generation"
TK113555,ACC104467,2026-05-12,Reporting,Low,0.3612,"don match, match, don"
TK103334,ACC101088,2026-05-05,API/Integration,High,-0.3818,"overnight batch, batch, overnight"
TK106108,ACC101978,2026-06-13,Reporting,Medium,0.3927,"exported, exported report, figures"
TK112381,ACC104070,2026-06-05,Access/Permissions,Critical,0.0747,"morning, recon job, flagged"
TK112500,ACC104107,2026-05-05,Reporting,Critical,-0.3182,"don match, match, don"
TK110466,ACC103451,2026-04-28,Reconciliation,High,-0.2023,"don match, match, don"
TK111243,ACC103705,2026-06-21,Onboarding,Low,-0.1891,"schedule, report times, generation"
TK113813,ACC104550,2026-04-23,Reconciliation,High,0.1531,"don match, match, don"
TK108156,ACC102704,2026-06-05,Billing,High,-0.1779,"morning, recon job, flagged"
TK107551,ACC102488,2026-05-30,Reconciliation,High,0.1779,"don match, match, don"
TK107474,ACC102463,2026-05-05,Billing,Medium,0.6664,"morning, recon job, flagged"
TK100014,ACC100005,2026-04-20,Onboarding,Medium,0.1531,"moderate impact, moderate, like fixed"
TK102054,ACC100664,2026-06-20,Data Accuracy,Medium,-0.1531,"corporate action, corporate, wrong corporate"
TK107444,ACC102452,2026-06-01,API/Integration,High,-0.6124,"webhook events, keys, rotated"
TK108446,ACC102790,2026-04-17,Settlement,High,-0.6486,"failed, settle, pending"
TK109392,ACC103096,2026-06-15,API/Integration,High,0.3182,"schedule, report times, generation"
TK100533,ACC100169,2026-06-06,Access/Permissions,High,-0.3818,"morning, recon job, flagged"
TK113564,ACC104470,2026-04-24,Reconciliation,Critical,0.1779,"morning, recon job, flagged"
TK104991,ACC101633,2026-07-11,Reconciliation,Critical,0.3818,"morning, recon job, flagged"
TK112541,ACC104121,2026-05-26,Data Accuracy,Critical,0.5267,"morning, recon job, flagged"
TK112355,ACC104060,2026-05-13,Reporting,High,0.4215,"missing, missing columns, columns"
TK105023,ACC101643,2026-07-12,Onboarding,Medium,0.128,"don match, match, don"
TK106594,ACC102141,2026-06-29,Reconciliation,High,-0.0772,"morning, recon job, flagged"
TK106486,ACC102109,2026-06-13,Onboarding,High,0.3182,"schedule, report times, generation"
TK101547,ACC100502,2026-06-02,Reconciliation,High,0.3182,"morning, recon job, flagged"
TK110165,ACC103340,2026-04-18,Onboarding,Low,0.6486,"schedule, report times, generation"
TK114679,ACC104846,2026-07-06,Reconciliation,Critical,0.34,"don match, match, don"
TK103724,ACC101219,2026-05-13,API/Integration,Medium,-0.2846,"webhook events, keys, rotated"
TK100568,ACC100180,2026-06-02,Reconciliation,High,0.5574,"morning, recon job, flagged"
TK113370,ACC104409,2026-04-30,Onboarding,High,-0.25,"don match, match, don"
TK102025,ACC100654,2026-06-03,Reconciliation,Critical,0.0772,"morning, recon job, flagged"
TK100031,ACC100011,2026-05-16,API/Integration,Critical,-0.2732,"overnight batch, batch, overnight"
TK101799,ACC100582,2026-05-03,Reporting,Low,-0.5267,"missing, missing columns, columns"
TK100121,ACC100033,2026-06-17,Reporting,Medium,0.7351,"exported, exported report, figures"
TK102459,ACC100795,2026-06-04,Settlement,Critical,-0.7269,"failed, settle, pending"
TK112597,ACC104139,2026-05-28,Reporting,Low,0.5423,"missing, missing columns, columns"
TK103844,ACC101261,2026-04-18,Onboarding,Low,0.25,"don match, match, don"
TK109842,ACC103241,2026-05-20,Performance,Medium,-0.2732,"schedule, report times, generation"
TK102943,ACC100966,2026-05-05,Reporting,Low,0.3818,"exported, exported report, figures"
TK100732,ACC100235,2026-07-01,Reconciliation,Medium,0.503,"morning, recon job, flagged"
TK104176,ACC101373,2026-07-06,Data Accuracy,High,0.5719,"don match, match, don"
TK100079,ACC100023,2026-05-02,Reporting,High,-0.0516,"missing, missing columns, columns"
TK110094,ACC103321,2026-06-19,Onboarding,Medium,0.6369,"don match, match, don"
TK101123,ACC100356,2026-06-05,API/Integration,Medium,-0.2023,"webhook events, keys, rotated"
TK100410,ACC100128,2026-05-25,Billing,Low,0.7783,"morning, recon job, flagged"
TK110010,ACC103292,2026-06-30,Reporting,Low,0.6908,"schedule, report times, generation"
TK108285,ACC102741,2026-05-11,Access/Permissions,Low,0.1027,"morning, recon job, flagged"
TK107800,ACC102570,2026-07-09,Access/Permissions,Critical,-0.5283,"morning, recon job, flagged"
TK102919,ACC100960,2026-05-13,Performance,High,-0.1779,"seconds load, takes 30, load market"
TK101586,ACC100514,2026-07-08,Reconciliation,Critical,0.4404,"don match, match, don"
TK112189,ACC104008,2026-06-27,Onboarding,Critical,-0.0772,"don match, match, don"
TK111159,ACC103678,2026-05-08,Reporting,Medium,0.3612,"exported, exported report, figures"
TK114543,ACC104799,2026-06-05,Reconciliation,Critical,0.1779,"don match, match, don"
TK109317,ACC103070,2026-05-22,Billing,Medium,-0.1027,"schedule, report times, generation"
TK104238,ACC101398,2026-07-13,Settlement,High,-0.3818,"failed, settle, pending"
TK111069,ACC103647,2026-06-14,Reconciliation,Critical,0.1779,"don match, match, don"
TK101921,ACC100618,2026-06-02,API/Integration,Low,0.0516,"schedule, report times, generation"
TK114011,ACC104611,2026-05-12,Onboarding,Medium,-0.128,"don match, match, don"
TK102216,ACC100719,2026-07-11,Data Accuracy,Medium,0.6124,"corporate action, corporate, wrong corporate"
TK111847,ACC103893,2026-04-30,Access/Permissions,Medium,-0.2146,"morning, recon job, flagged"
TK112855,ACC104229,2026-06-16,API/Integration,Medium,-0.1779,"schedule, report times, generation"
TK103105,ACC101017,2026-05-15,Data Accuracy,Critical,-0.6597,"corporate action, corporate, wrong corporate"
TK107976,ACC102636,2026-04-29,Settlement,High,0.4588,"window yesterday, cutoff, window"
TK113421,ACC104424,2026-05-27,API/Integration,Low,-0.5423,"schedule, report times, generation"
TK101107,ACC100351,2026-06-15,Reconciliation,High,0.296,"moderate impact, moderate, like fixed"
TK108147,ACC102702,2026-06-03,UI/Usability,Low,-0.2732,"seconds load, takes 30, load market"
TK107364,ACC102419,2026-06-09,Performance,Medium,0.0,"schedule, report times, generation"
TK113037,ACC104298,2026-06-24,Access/Permissions,High,0.3182,"morning, recon job, flagged"
TK114359,ACC104731,2026-05-11,UI/Usability,Medium,0.0,"seconds load, takes 30, load market"
TK114603,ACC104818,2026-05-22,UI/Usability,Low,0.5859,"schedule, report times, generation"
TK112176,ACC104003,2026-05-15,Performance,Critical,0.0,"schedule, report times, generation"
TK106110,ACC101978,2026-06-27,UI/Usability,Medium,0.6546,"schedule, report times, generation"
TK105371,ACC101750,2026-06-10,API/Integration,Medium,-0.1779,"schedule, report times, generation"
TK105786,ACC101870,2026-05-10,Reporting,Critical,0.1027,"schedule, report times, generation"
TK114027,ACC104618,2026-07-10,Settlement,Medium,-0.4657,"moderate impact, moderate, like fixed"
TK106338,ACC102057,2026-06-23,Onboarding,Low,-0.296,"schedule, report times, generation"
TK102034,ACC100657,2026-04-28,Access/Permissions,Medium,0.649,"schedule, report times, generation"
TK114393,ACC104743,2026-06-16,Settlement,Medium,-0.2254,"window yesterday, cutoff, window"
TK112153,ACC103993,2026-04-23,Reporting,High,0.0,"exported, exported report, figures"
TK106306,ACC102050,2026-04-22,Performance,Medium,0.3612,"seconds load, takes 30, load market"
TK101418,ACC100459,2026-07-15,UI/Usability,Low,-0.2732,"morning, recon job, flagged"
TK112603,ACC104142,2026-06-12,Reconciliation,High,0.25,"morning, recon job, flagged"
TK112675,ACC104166,2026-06-07,Access/Permissions,High,0.5574,"morning, recon job, flagged"
TK105790,ACC101871,2026-04-25,Reporting,Low,-0.2732,"exported, exported report, figures"
TK104128,ACC101358,2026-06-16,Reconciliation,Critical,-0.3182,"morning, recon job, flagged"
TK109230,ACC103037,2026-07-05,Reconciliation,High,-0.25,"morning, recon job, flagged"
TK113940,ACC104591,2026-06-20,Reconciliation,Critical,0.34,"morning, recon job, flagged"
TK100455,ACC100144,2026-05-23,Settlement,High,-0.3919,"failed, settle, pending"
TK110108,ACC103325,2026-07-15,Settlement,High,-0.5719,"failed, settle, pending"
TK106138,ACC101988,2026-04-19,Billing,High,0.0516,"schedule, report times, generation"
TK112620,ACC104147,2026-07-02,Access/Permissions,Medium,-0.0762,"morning, recon job, flagged"
TK109044,ACC102981,2026-06-10,Performance,High,0.4497,"seconds load, takes 30, load market"
TK109377,ACC103093,2026-07-06,API/Integration,Low,-0.6597,"webhook events, keys, rotated"
TK102704,ACC100877,2026-04-29,Billing,Critical,0.296,"morning, recon job, flagged"
TK112816,ACC104215,2026-07-09,Data Accuracy,High,0.3182,"don match, match, don"
TK112454,ACC104090,2026-06-03,Performance,High,0.3182,"schedule, report times, generation"
TK103545,ACC101162,2026-05-04,Billing,Low,0.6908,"morning, recon job, flagged"
TK110481,ACC103456,2026-05-16,Performance,Critical,-0.802,"schedule, report times, generation"
TK111318,ACC103727,2026-06-02,Reconciliation,Critical,-0.3818,"morning, recon job, flagged"
TK114467,ACC104767,2026-06-15,Reporting,High,0.0,"schedule, report times, generation"
TK111771,ACC103872,2026-05-31,Settlement,Critical,-0.5837,"moderate impact, moderate, like fixed"
TK108161,ACC102705,2026-07-12,API/Integration,High,-0.6124,"webhook events, keys, rotated"
TK110196,ACC103351,2026-05-07,Settlement,Medium,-0.4559,"moderate impact, moderate, like fixed"
TK113452,ACC104435,2026-05-09,Settlement,Critical,-0.3578,"moderate impact, moderate, like fixed"
TK103111,ACC101019,2026-05-05,Reporting,Low,0.128,"exported, exported report, figures"
TK100173,ACC100049,2026-04-17,Performance,Medium,-0.0762,"schedule, report times, generation"
TK114450,ACC104762,2026-06-11,Reconciliation,High,0.4019,"morning, recon job, flagged"
TK100050,ACC100018,2026-07-12,Onboarding,Low,-0.4767,"don match, match, don"
TK102820,ACC100921,2026-06-29,Reconciliation,Medium,0.6369,"moderate impact, moderate, like fixed"
TK111519,ACC103790,2026-04-27,Settlement,Critical,-0.296,"window yesterday, cutoff, window"
TK107466,ACC102462,2026-06-10,Reporting,Low,0.4588,"exported, exported report, figures"
TK113736,ACC104524,2026-06-17,API/Integration,Low,-0.5574,"schedule, report times, generation"
TK100399,ACC100124,2026-04-21,Settlement,Medium,0.1541,"failed, settle, pending"
TK100749,ACC100238,2026-05-30,Performance,High,0.0258,"schedule, report times, generation"
TK108670,ACC102862,2026-07-02,Reconciliation,High,0.0,"morning, recon job, flagged"
TK106087,ACC101973,2026-05-12,Access/Permissions,Medium,0.6369,"moderate impact, moderate, like fixed"
TK108742,ACC102888,2026-05-23,UI/Usability,Low,0.34,"schedule, report times, generation"
TK106017,ACC101944,2026-06-15,Billing,Low,0.7237,"morning, recon job, flagged"
TK105992,ACC101937,2026-05-22,Performance,High,0.0,"seconds load, takes 30, load market"
TK103889,ACC101273,2026-06-07,Access/Permissions,Critical,-0.25,"morning, recon job, flagged"
TK108585,ACC102832,2026-05-21,Reconciliation,High,-0.2023,"morning, recon job, flagged"
TK101039,ACC100329,2026-06-24,API/Integration,Critical,-0.5994,"overnight batch, batch, overnight"
TK113553,ACC104465,2026-06-15,Reporting,High,0.2023,"missing, missing columns, columns"
TK113316,ACC104390,2026-05-01,Settlement,Critical,-0.5574,"failed, settle, pending"
TK109417,ACC103105,2026-06-13,Data Accuracy,Critical,-0.3182,"don match, match, don"
TK108634,ACC102849,2026-05-23,Billing,Medium,0.0,"morning, recon job, flagged"
TK109901,ACC103263,2026-06-14,Access/Permissions,Low,-0.5719,"morning, recon job, flagged"
TK103248,ACC101064,2026-04-23,Reporting,Medium,0.3612,"moderate impact, moderate, like fixed"
TK107302,ACC102388,2026-05-10,Performance,High,0.3182,"seconds load, takes 30, load market"
TK104246,ACC101401,2026-05-23,UI/Usability,Medium,-0.1027,"moderate impact, moderate, like fixed"
TK106011,ACC101943,2026-05-11,Performance,High,-0.3182,"schedule, report times, generation"
TK110458,ACC103448,2026-05-30,Settlement,Critical,0.0516,"window yesterday, cutoff, window"
TK114228,ACC104687,2026-06-15,Settlement,Low,-0.2254,"window yesterday, cutoff, window"
TK102288,ACC100743,2026-06-29,Billing,Medium,0.6369,"moderate impact, moderate, like fixed"
TK106189,ACC102008,2026-05-11,Access/Permissions,High,0.4386,"morning, recon job, flagged"
TK109049,ACC102984,2026-06-20,API/Integration,Medium,-0.0258,"overnight batch, batch, overnight"
TK102404,ACC100776,2026-06-15,API/Integration,Medium,0.3818,"overnight batch, batch, overnight"
TK106131,ACC101986,2026-05-18,Reporting,Critical,0.296,"missing, missing columns, columns"
TK115126,ACC104991,2026-05-12,Performance,Medium,0.4767,"schedule, report times, generation"
TK109691,ACC103192,2026-05-29,Reconciliation,Critical,-0.3818,"morning, recon job, flagged"
TK106013,ACC101943,2026-05-25,Billing,Low,0.128,"morning, recon job, flagged"
TK111369,ACC103738,2026-07-06,Reconciliation,High,-0.1779,"don match, match, don"
TK103705,ACC101213,2026-06-28,Reconciliation,High,0.4019,"don match, match, don"
TK114417,ACC104751,2026-06-11,Reconciliation,Critical,0.1779,"don match, match, don"
TK106372,ACC102068,2026-05-08,UI/Usability,High,0.0,"seconds load, takes 30, load market"
TK112079,ACC103975,2026-05-07,Reporting,Low,0.6315,"missing, missing columns, columns"
TK105960,ACC101928,2026-06-11,Reconciliation,High,-0.1779,"morning, recon job, flagged"
TK102554,ACC100826,2026-05-23,Settlement,Critical,-0.4588,"window yesterday, cutoff, window"
TK108099,ACC102686,2026-06-26,Billing,Low,0.3637,"morning, recon job, flagged"
TK110282,ACC103386,2026-06-26,Reconciliation,High,-0.1779,"don match, match, don"
TK112404,ACC104074,2026-04-25,API/Integration,Medium,0.0258,"moderate impact, moderate, like fixed"
TK104038,ACC101321,2026-04-24,API/Integration,High,-0.5106,"overnight batch, batch, overnight"
TK101650,ACC100532,2026-05-25,UI/Usability,Low,0.5118,"schedule, report times, generation"
TK103120,ACC101022,2026-04-30,Reconciliation,High,-0.0772,"morning, recon job, flagged"
TK113469,ACC104440,2026-05-26,Reporting,Critical,-0.2023,"missing, missing columns, columns"
TK101254,ACC100402,2026-05-20,API/Integration,High,-0.2846,"webhook events, keys, rotated"
TK110304,ACC103395,2026-07-05,Performance,High,0.3182,"schedule, report times, generation"
TK105861,ACC101891,2026-06-09,Billing,High,0.3182,"morning, recon job, flagged"
TK102614,ACC100845,2026-04-30,Reporting,High,-0.1531,"missing, missing columns, columns"
TK102444,ACC100792,2026-04-19,Data Accuracy,Critical,0.3182,"corporate action, corporate, wrong corporate"
TK108484,ACC102801,2026-06-20,Reconciliation,High,-0.0387,"morning, recon job, flagged"
TK111800,ACC103881,2026-07-09,Reporting,Low,0.1531,"exported, exported report, figures"
TK102124,ACC100689,2026-04-23,Reconciliation,High,0.5719,"morning, recon job, flagged"
TK111708,ACC103853,2026-04-18,API/Integration,Critical,-0.5719,"schedule, report times, generation"
TK103404,ACC101113,2026-06-26,Reconciliation,High,0.3182,"don match, match, don"
TK102684,ACC100870,2026-05-08,Reporting,High,-0.1531,"missing, missing columns, columns"
TK110710,ACC103526,2026-05-08,Reconciliation,Medium,0.3612,"don match, match, don"
TK102894,ACC100951,2026-07-01,Access/Permissions,Low,-0.296,"morning, recon job, flagged"
TK109815,ACC103233,2026-04-26,Access/Permissions,Critical,-0.5267,"morning, recon job, flagged"
TK112690,ACC104172,2026-07-11,Reconciliation,Critical,0.5267,"morning, recon job, flagged"
TK114588,ACC104813,2026-06-11,Reconciliation,High,0.4497,"don match, match, don"
TK107471,ACC102462,2026-05-06,Access/Permissions,High,-0.2755,"morning, recon job, flagged"
TK102677,ACC100867,2026-06-23,Access/Permissions,High,-0.0772,"morning, recon job, flagged"
TK113330,ACC104395,2026-05-29,Reconciliation,Medium,0.296,"moderate impact, moderate, like fixed"
TK109249,ACC103047,2026-04-26,Reconciliation,Medium,0.0,"morning, recon job, flagged"
TK107865,ACC102592,2026-04-30,UI/Usability,Low,0.6494,"schedule, report times, generation"
TK107900,ACC102607,2026-04-27,Settlement,Critical,-0.3578,"moderate impact, moderate, like fixed"
TK110676,ACC103515,2026-07-02,Settlement,High,0.128,"window yesterday, cutoff, window"
TK101489,ACC100480,2026-07-03,Reporting,Medium,0.7227,"schedule, report times, generation"
TK110620,ACC103499,2026-06-19,UI/Usability,Medium,0.3818,"schedule, report times, generation"
TK105623,ACC101823,2026-07-05,Reporting,Medium,0.6486,"schedule, report times, generation"
TK100624,ACC100197,2026-05-09,Settlement,Low,-0.4215,"failed, settle, pending"
TK103635,ACC101188,2026-06-27,Reporting,Medium,0.3612,"missing, missing columns, columns"
TK109139,ACC103009,2026-04-30,Reconciliation,Critical,0.3182,"don match, match, don"
TK107523,ACC102478,2026-06-07,Access/Permissions,Critical,0.1027,"morning, recon job, flagged"
TK107039,ACC102289,2026-06-07,Onboarding,High,0.1027,"schedule, report times, generation"
TK101984,ACC100640,2026-06-01,Settlement,High,-0.7184,"failed, settle, pending"
TK112506,ACC104110,2026-05-24,Reconciliation,Medium,0.0,"morning, recon job, flagged"
TK107233,ACC102362,2026-04-26,Reporting,High,0.3182,"schedule, report times, generation"
TK102771,ACC100902,2026-06-10,API/Integration,Critical,-0.2263,"overnight batch, batch, overnight"
TK102439,ACC100787,2026-04-18,UI/Usability,Low,-0.6249,"schedule, report times, generation"
TK109922,ACC103268,2026-04-28,UI/Usability,Medium,0.4317,"schedule, report times, generation"
TK107095,ACC102309,2026-04-19,Access/Permissions,High,0.2153,"morning, recon job, flagged"
TK104077,ACC101336,2026-05-14,Performance,High,0.5719,"schedule, report times, generation"
TK103804,ACC101246,2026-04-21,Settlement,High,0.0772,"window yesterday, cutoff, window"
TK113368,ACC104408,2026-06-27,Reporting,Medium,0.0,"exported, exported report, figures"
TK100008,ACC100001,2026-07-12,Access/Permissions,Medium,0.4749,"moderate impact, moderate, like fixed"
TK107690,ACC102533,2026-05-24,Access/Permissions,Critical,-0.1779,"morning, recon job, flagged"
TK108310,ACC102749,2026-06-30,UI/Usability,Medium,0.0276,"moderate impact, moderate, like fixed"
TK113423,ACC104425,2026-06-12,Reconciliation,Medium,0.5499,"morning, recon job, flagged"
TK110543,ACC103480,2026-06-08,Settlement,Low,-0.7707,"moderate impact, moderate, like fixed"
TK100450,ACC100143,2026-05-25,Performance,Medium,0.0772,"moderate impact, moderate, like fixed"
TK115110,ACC104985,2026-05-12,API/Integration,High,-0.25,"webhook events, keys, rotated"
TK109639,ACC103179,2026-07-04,UI/Usability,Critical,0.1779,"morning, recon job, flagged"
TK107646,ACC102521,2026-05-12,API/Integration,Critical,-0.6808,"webhook events, keys, rotated"
TK102609,ACC100844,2026-05-23,Settlement,Low,-0.2254,"window yesterday, cutoff, window"
TK110083,ACC103318,2026-06-22,Reporting,Low,-0.2732,"exported, exported report, figures"
TK110655,ACC103507,2026-05-31,Settlement,High,0.3291,"window yesterday, cutoff, window"
TK108540,ACC102819,2026-05-15,Reconciliation,Critical,-0.25,"morning, recon job, flagged"
TK102406,ACC100776,2026-07-03,Reporting,Critical,-0.3182,"schedule, report times, generation"
TK100181,ACC100053,2026-07-08,Reporting,Critical,-0.1779,"schedule, report times, generation"
TK107195,ACC102347,2026-05-02,Billing,Low,0.7237,"morning, recon job, flagged"
TK104089,ACC101341,2026-06-29,Access/Permissions,Low,-0.5719,"morning, recon job, flagged"
TK104925,ACC101614,2026-04-19,Settlement,Critical,-0.765,"failed, settle, pending"
TK102884,ACC100948,2026-06-14,Reporting,High,-0.4404,"missing, missing columns, columns"
TK112682,ACC104170,2026-06-20,Access/Permissions,Critical,0.5267,"morning, recon job, flagged"
TK109173,ACC103019,2026-07-11,UI/Usability,High,0.4019,"morning, recon job, flagged"
TK101475,ACC100476,2026-05-19,Access/Permissions,Critical,-0.1053,"morning, recon job, flagged"
TK109616,ACC103171,2026-06-02,Reporting,Low,-0.5106,"missing, missing columns, columns"
TK103611,ACC101180,2026-06-27,UI/Usability,Low,-0.2944,"schedule, report times, generation"
TK110766,ACC103545,2026-07-01,Settlement,High,-0.6486,"failed, settle, pending"
TK114513,ACC104790,2026-07-06,Data Accuracy,Critical,0.6597,"morning, recon job, flagged"
TK112245,ACC104029,2026-04-28,Performance,Medium,0.1779,"corporate action, corporate, wrong corporate"
TK109857,ACC103249,2026-06-20,Onboarding,High,-0.3818,"schedule, report times, generation"
TK112929,ACC104257,2026-07-01,Billing,High,0.7469,"morning, recon job, flagged"
TK108618,ACC102843,2026-06-18,Reconciliation,Medium,-0.1144,"morning, recon job, flagged"
TK110095,ACC103321,2026-05-14,Reporting,Medium,0.0772,"missing, missing columns, columns"
TK106790,ACC102210,2026-05-13,Reporting,Low,-0.1531,"missing, missing columns, columns"
TK107520,ACC102477,2026-06-05,Access/Permissions,Medium,0.4749,"moderate impact, moderate, like fixed"
TK100772,ACC100243,2026-06-16,Performance,High,0.0258,"schedule, report times, generation"
TK110451,ACC103445,2026-05-20,API/Integration,Critical,-0.6249,"webhook events, keys, rotated"
TK111108,ACC103659,2026-05-10,Performance,Low,-0.7906,"schedule, report times, generation"
TK100284,ACC100088,2026-04-21,Reporting,Low,-0.1531,"missing, missing columns, columns"
TK104467,ACC101469,2026-05-14,Data Accuracy,Critical,0.1779,"don match, match, don"
TK106071,ACC101963,2026-06-28,Reconciliation,Low,0.4588,"morning, recon job, flagged"
TK109941,ACC103274,2026-06-16,Access/Permissions,High,0.1002,"moderate impact, moderate, like fixed"
TK100326,ACC100101,2026-06-08,Settlement,Critical,-0.128,"window yesterday, cutoff, window"
TK113135,ACC104328,2026-07-13,Settlement,Critical,0.7227,"don match, match, don"
TK107028,ACC102286,2026-05-19,Reconciliation,High,0.1779,"morning, recon job, flagged"
TK104486,ACC101475,2026-06-05,Data Accuracy,High,0.1531,"don match, match, don"
TK113983,ACC104603,2026-05-31,Settlement,Critical,-0.1779,"window yesterday, cutoff, window"
TK115055,ACC104968,2026-06-23,Billing,Medium,0.5218,"schedule, report times, generation"
TK102913,ACC100957,2026-06-11,Onboarding,High,0.0,"schedule, report times, generation"
TK102231,ACC100724,2026-07-09,API/Integration,Medium,-0.2732,"overnight batch, batch, overnight"
TK113967,ACC104599,2026-07-09,API/Integration,High,-0.1531,"overnight batch, batch, overnight"
TK101766,ACC100567,2026-05-07,Billing,Medium,0.3637,"morning, recon job, flagged"
TK111879,ACC103902,2026-06-18,Billing,High,-0.2023,"schedule, report times, generation"
TK108273,ACC102737,2026-05-29,Reconciliation,High,0.6908,"morning, recon job, flagged"
TK108802,ACC102909,2026-05-19,Access/Permissions,High,-0.3818,"morning, recon job, flagged"
TK105605,ACC101818,2026-06-29,Performance,Low,-0.7906,"schedule, report times, generation"
TK113010,ACC104285,2026-05-16,Settlement,High,-0.3919,"failed, settle, pending"
TK113336,ACC104398,2026-06-07,Data Accuracy,Medium,0.3612,"don match, match, don"
TK103213,ACC101052,2026-05-23,Reporting,Medium,0.3927,"schedule, report times, generation"
TK110926,ACC103599,2026-05-20,Onboarding,Critical,-0.2263,"schedule, report times, generation"
TK111564,ACC103803,2026-04-18,Performance,Critical,0.4588,"schedule, report times, generation"
TK113610,ACC104485,2026-06-03,Onboarding,High,0.3612,"schedule, report times, generation"
TK105071,ACC101657,2026-05-20,Reporting,Low,0.2023,"missing, missing columns, columns"
TK106369,ACC102066,2026-04-23,UI/Usability,Low,0.0534,"schedule, report times, generation"
TK104832,ACC101584,2026-07-13,Access/Permissions,Critical,0.1027,"morning, recon job, flagged"
TK109243,ACC103044,2026-06-16,Reporting,Medium,0.6369,"exported, exported report, figures"
TK114170,ACC104668,2026-04-19,Settlement,Medium,-0.4215,"failed, settle, pending"
TK108816,ACC102914,2026-04-17,Data Accuracy,Critical,-0.2023,"don match, match, don"
TK103463,ACC101134,2026-06-24,Reporting,Low,0.4588,"exported, exported report, figures"
TK102498,ACC100810,2026-07-05,API/Integration,Critical,-0.5994,"overnight batch, batch, overnight"
TK114717,ACC104858,2026-06-20,Settlement,Medium,0.2263,"failed, settle, pending"
TK107463,ACC102459,2026-04-28,Performance,Medium,0.4222,"schedule, report times, generation"
TK102081,ACC100674,2026-06-27,Reconciliation,High,-0.25,"morning, recon job, flagged"
TK107518,ACC102476,2026-05-11,Settlement,High,-0.7184,"failed, settle, pending"
TK106489,ACC102110,2026-05-22,Performance,Critical,-0.2023,"schedule, report times, generation"
TK110976,ACC103614,2026-06-20,Onboarding,High,0.3612,"schedule, report times, generation"
TK103341,ACC101092,2026-06-20,Reporting,Medium,0.0772,"missing, missing columns, columns"
TK110162,ACC103340,2026-06-06,Performance,Medium,-0.0762,"seconds load, takes 30, load market"
TK103971,ACC101302,2026-05-07,Performance,Medium,0.6369,"seconds load, takes 30, load market"
TK112133,ACC103989,2026-04-29,Reporting,High,0.0258,"missing, missing columns, columns"
TK101247,ACC100401,2026-06-22,Settlement,High,0.5267,"failed, settle, pending"
TK100977,ACC100311,2026-06-16,Data Accuracy,Medium,-0.1531,"corporate action, corporate, wrong corporate"
TK112128,ACC103988,2026-06-23,Onboarding,Low,0.0516,"schedule, report times, generation"
TK107855,ACC102588,2026-06-20,API/Integration,Critical,-0.6124,"webhook events, keys, rotated"
TK106661,ACC102161,2026-06-07,Reconciliation,High,0.0,"morning, recon job, flagged"
