ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK104852,ACC101590,2026-06-23,End-of-day balances don't match after recon — we're off by $502k. Production is down for us — critical impact.,Reconciliation,Critical
TK104853,ACC101590,2026-05-03,Trade TRD93872 failed to settle and is stuck in pending status. Production is down for us — critical impact. Any update would help.,Settlement,Critical
TK104854,ACC101591,2026-06-27,Trade TRD87413 failed to settle and is stuck in pending status. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Settlement,Medium
TK104855,ACC101592,2026-06-11,Query performance has degraded badly this week. Production is down for us — critical impact.,Performance,Critical
TK104856,ACC101592,2026-06-15,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Just a nice-to-have improvement.",Onboarding,Low
TK104857,ACC101592,2026-05-13,End-of-day balances don't match after recon — we're off by $522k. It's affecting multiple users right now. Second time reporting this.,Reconciliation,High
TK104858,ACC101592,2026-04-28,Recon job flagged 21 unmatched trades again this morning. No rush on this one. Please advise urgently.,Reconciliation,Low
TK104859,ACC101593,2026-06-19,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate. This is impacting our team.",Reporting,High
TK104860,ACC101593,2026-06-06,Billing shows Enterprise tier but we're on Growth. This is seriously impacting our desk today.,Billing,High
TK104861,ACC101593,2026-05-08,Billing shows Enterprise tier but we're on Growth. This is seriously impacting our desk today.,Billing,High
TK104862,ACC101593,2026-04-29,Several settlements missed the cutoff window yesterday. This is seriously impacting our desk today. Any update would help.,Settlement,High
TK104863,ACC101594,2026-06-15,Query performance has degraded badly this week. Disrupting our workflow but we have a workaround.,Performance,Medium
TK104864,ACC101594,2026-06-16,Reconciliation break between our ledger and your settlement report for 05/04. This is seriously impacting our desk today. Please advise urgently.,Reconciliation,High
TK104865,ACC101594,2026-07-10,"Our API integration returns 500 errors on the positions endpoint. Moderate impact, we'd like this fixed soon. Please advise urgently.",API/Integration,Medium
TK104866,ACC101594,2026-05-09,"Billing shows Enterprise tier but we're on Growth. Minor issue, low priority. Second time reporting this.",Billing,Low
TK104867,ACC101595,2026-05-21,"Settlement instruction was rejected with no clear reason. Minor issue, low priority.",Settlement,Low
TK104868,ACC101595,2026-06-18,Billing shows Enterprise tier but we're on Growth. This is blocking all trading and needs an urgent fix.,Billing,Critical
TK104869,ACC101595,2026-04-29,MFA lockout is blocking half our desk this morning. This is blocking all trading and needs an urgent fix. Second time reporting this.,Access/Permissions,Critical
TK104870,ACC101596,2026-06-01,Recon job flagged 36 unmatched trades again this morning. We cannot operate until this is resolved. Please advise urgently.,Reconciliation,Critical
TK104871,ACC101596,2026-04-27,Recon job flagged 14 unmatched trades again this morning. This is seriously impacting our desk today. Second time reporting this.,Reconciliation,High
TK104872,ACC101596,2026-05-17,"Admin role can't grant entitlements after the latest update. Moderate impact, we'd like this fixed soon. Any update would help.",Access/Permissions,Medium
TK104873,ACC101597,2026-04-18,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Production is down for us — critical impact. Any update would help.",Onboarding,Critical
TK104874,ACC101598,2026-04-24,Settlement instruction was rejected with no clear reason. This is blocking all trading and needs an urgent fix.,Settlement,Critical
TK104875,ACC101598,2026-07-01,Data migration during onboarding dropped several historical trades. Just a nice-to-have improvement. Second time reporting this.,Onboarding,Low
TK104876,ACC101598,2026-05-31,"Filters reset every time we change tabs, it's frustrating. Minor issue, low priority. This is impacting our team.",UI/Usability,Low
TK104877,ACC101599,2026-05-30,The dashboard takes over 30 seconds to load during market open. This is seriously impacting our desk today. Second time reporting this.,Performance,High
TK104878,ACC101599,2026-06-19,The REST API rate limit is blocking our overnight batch sync. We cannot operate until this is resolved.,API/Integration,Critical
TK104879,ACC101599,2026-05-14,Reconciliation break between our ledger and your settlement report for 12/07. We cannot operate until this is resolved. Happy to jump on a call.,Reconciliation,Critical
TK104880,ACC101599,2026-06-08,Reconciliation break between our ledger and your settlement report for 27/02. This is seriously impacting our desk today. Any update would help.,Reconciliation,High
TK104881,ACC101599,2026-07-15,A user can see accounts they shouldn't have permission to view. We cannot operate until this is resolved.,Access/Permissions,Critical
TK104882,ACC101600,2026-05-03,Query performance has degraded badly this week. We cannot operate until this is resolved.,Performance,Critical
TK104883,ACC101600,2026-04-30,Several settlements missed the cutoff window yesterday. No rush on this one. This is impacting our team.,Settlement,Low
TK104884,ACC101600,2026-05-13,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK104885,ACC101601,2026-05-15,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate.",Performance,High
TK104886,ACC101601,2026-06-24,FX rates in the app don't match our custodian's rates. It's affecting multiple users right now.,Data Accuracy,High
TK104887,ACC101602,2026-07-14,Query performance has degraded badly this week. This is seriously impacting our desk today. Happy to jump on a call.,Performance,High
TK104888,ACC101602,2026-07-10,"The dashboard takes over 30 seconds to load during market open. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Performance,Medium
TK104889,ACC101603,2026-04-29,We were charged for overages we don't understand. Just a nice-to-have improvement. Please advise urgently.,Billing,Low
TK104890,ACC101603,2026-06-20,Exported report totals don't tie out to the dashboard figures. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Reporting,Medium
TK104891,ACC101604,2026-06-30,Settlement instruction was rejected with no clear reason. This is seriously impacting our desk today. Any update would help.,Settlement,High
TK104892,ACC101605,2026-07-05,"New user setup is confusing — we can't complete account configuration. Moderate impact, we'd like this fixed soon. This is impacting our team.",Onboarding,Medium
TK104893,ACC101605,2026-06-26,End-of-day balances don't match after recon — we're off by $215k. Not urgent but it keeps recurring. Happy to jump on a call.,Reconciliation,Medium
TK104894,ACC101605,2026-06-12,MFA lockout is blocking half our desk this morning. Disrupting our workflow but we have a workaround. Please advise urgently.,Access/Permissions,Medium
TK104895,ACC101605,2026-06-09,"This month's invoice double-charged us for seats we removed. Moderate impact, we'd like this fixed soon.",Billing,Medium
TK104896,ACC101606,2026-06-11,"Our API integration returns 500 errors on the positions endpoint. High priority, please escalate. Happy to jump on a call.",API/Integration,High
TK104897,ACC101606,2026-06-17,FX rates in the app don't match our custodian's rates. This is seriously impacting our desk today. This is impacting our team.,Data Accuracy,High
TK104898,ACC101606,2026-05-23,"FX rates in the app don't match our custodian's rates. High priority, please escalate. Happy to jump on a call.",Data Accuracy,High
TK104899,ACC101606,2026-05-03,Exported report totals don't tie out to the dashboard figures. It's affecting multiple users right now. Please advise urgently.,Reporting,High
TK104900,ACC101607,2026-07-15,Reconciliation break between our ledger and your settlement report for 17/05. We cannot operate until this is resolved. Please advise urgently.,Reconciliation,Critical
TK104901,ACC101607,2026-06-12,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reporting,Medium
TK104902,ACC101608,2026-05-17,The daily P&L export is missing columns since the last release. Production is down for us — critical impact. Happy to jump on a call.,Reporting,Critical
TK104903,ACC101608,2026-06-26,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today. Second time reporting this.,API/Integration,High
TK104904,ACC101608,2026-05-24,The new layout hides the export button — very hard to find. No rush on this one. Happy to jump on a call.,UI/Usability,Low
TK104905,ACC101608,2026-05-05,Settlement instruction was rejected with no clear reason. Just a nice-to-have improvement. This is impacting our team.,Settlement,Low
TK104906,ACC101609,2026-06-08,FX rates in the app don't match our custodian's rates. This is seriously impacting our desk today. This is impacting our team.,Data Accuracy,High
TK104907,ACC101609,2026-06-04,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Reporting,Medium
TK104908,ACC101610,2026-06-26,"A user can see accounts they shouldn't have permission to view. High priority, please escalate.",Access/Permissions,High
TK104909,ACC101610,2026-04-29,The daily P&L export is missing columns since the last release. It's affecting multiple users right now. Second time reporting this.,Reporting,High
TK104910,ACC101610,2026-05-04,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Settlement,Critical
TK104911,ACC101610,2026-05-28,"The new layout hides the export button — very hard to find. Moderate impact, we'd like this fixed soon. This is impacting our team.",UI/Usability,Medium
TK104912,ACC101610,2026-07-15,Settlement instruction was rejected with no clear reason. No rush on this one. Happy to jump on a call.,Settlement,Low
TK104913,ACC101611,2026-06-16,Query performance has degraded badly this week. Not urgent but it keeps recurring. Any update would help.,Performance,Medium
TK104914,ACC101612,2026-04-28,MFA lockout is blocking half our desk this morning. We cannot operate until this is resolved. Any update would help.,Access/Permissions,Critical
TK104915,ACC101612,2026-06-28,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Minor issue, low priority.",Onboarding,Low
TK104916,ACC101612,2026-06-08,"The new layout hides the export button — very hard to find. High priority, please escalate. Any update would help.",UI/Usability,High
TK104917,ACC101612,2026-05-12,Data migration during onboarding dropped several historical trades. Disrupting our workflow but we have a workaround. Any update would help.,Onboarding,Medium
TK104918,ACC101612,2026-05-16,Query performance has degraded badly this week. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Performance,Medium
TK104919,ACC101613,2026-06-25,"Trade TRD44518 failed to settle and is stuck in pending status. High priority, please escalate.",Settlement,High
TK104920,ACC101613,2026-06-30,MFA lockout is blocking half our desk this morning. Not urgent but it keeps recurring. This is impacting our team.,Access/Permissions,Medium
TK104921,ACC101614,2026-05-15,Trade TRD41237 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK104922,ACC101614,2026-05-29,The REST API rate limit is blocking our overnight batch sync. It's affecting multiple users right now. Second time reporting this.,API/Integration,High
TK104923,ACC101614,2026-06-29,"End-of-day balances don't match after recon — we're off by $657k. High priority, please escalate. This is impacting our team.",Reconciliation,High
TK104924,ACC101614,2026-05-05,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement. Second time reporting this.",UI/Usability,Low
TK104925,ACC101614,2026-04-19,Trade TRD48174 failed to settle and is stuck in pending status. Production is down for us — critical impact. Second time reporting this.,Settlement,Critical
TK104926,ACC101615,2026-06-23,Dark mode makes several fields unreadable. Just a nice-to-have improvement. Any update would help.,UI/Usability,Low
TK104927,ACC101615,2026-05-27,Trade TRD39691 failed to settle and is stuck in pending status. This is seriously impacting our desk today. Second time reporting this.,Settlement,High
TK104928,ACC101615,2026-06-02,"Exported report totals don't tie out to the dashboard figures. High priority, please escalate. This is impacting our team.",Reporting,High
TK104929,ACC101615,2026-05-02,We were charged for overages we don't understand. It's affecting multiple users right now. This is impacting our team.,Billing,High
TK104930,ACC101616,2026-05-15,Latency spikes make the blotter unusable at peak hours. This is blocking all trading and needs an urgent fix.,Performance,Critical
TK104931,ACC101616,2026-06-25,"Our API integration returns 500 errors on the positions endpoint. Minor issue, low priority. This is impacting our team.",API/Integration,Low
TK104932,ACC101616,2026-06-01,"Our API integration returns 500 errors on the positions endpoint. High priority, please escalate. This is impacting our team.",API/Integration,High
TK104933,ACC101617,2026-06-06,"End-of-day balances don't match after recon — we're off by $285k. Moderate impact, we'd like this fixed soon. Second time reporting this.",Reconciliation,Medium
TK104934,ACC101618,2026-06-15,This month's invoice double-charged us for seats we removed. No rush on this one.,Billing,Low
TK104935,ACC101618,2026-04-24,"The dashboard takes over 30 seconds to load during market open. Minor issue, low priority. Second time reporting this.",Performance,Low
TK104936,ACC101618,2026-06-15,MFA lockout is blocking half our desk this morning. This is seriously impacting our desk today. Please advise urgently.,Access/Permissions,High
TK104937,ACC101618,2026-06-21,"MFA lockout is blocking half our desk this morning. Minor issue, low priority. Happy to jump on a call.",Access/Permissions,Low
TK104938,ACC101618,2026-06-13,Reconciliation break between our ledger and your settlement report for 19/11. We cannot operate until this is resolved. Any update would help.,Reconciliation,Critical
TK104939,ACC101618,2026-06-22,"MFA lockout is blocking half our desk this morning. High priority, please escalate.",Access/Permissions,High
TK104940,ACC101619,2026-04-29,End-of-day balances don't match after recon — we're off by $250k. Disrupting our workflow but we have a workaround.,Reconciliation,Medium
TK104941,ACC101619,2026-05-03,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement.",UI/Usability,Low
TK104942,ACC101619,2026-05-07,Dark mode makes several fields unreadable. No rush on this one. Any update would help.,UI/Usability,Low
TK104943,ACC101619,2026-05-17,End-of-day balances don't match after recon — we're off by $739k. This is seriously impacting our desk today.,Reconciliation,High
TK104944,ACC101619,2026-05-04,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround. Any update would help.,Performance,Medium
TK104945,ACC101620,2026-05-30,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround.,Performance,Medium
TK104946,ACC101620,2026-05-15,Position quantities are wrong after the corporate action. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Data Accuracy,Medium
TK104947,ACC101621,2026-06-21,End-of-day balances don't match after recon — we're off by $702k. We cannot operate until this is resolved. Any update would help.,Reconciliation,Critical
TK104948,ACC101621,2026-06-12,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring. Any update would help.,Reporting,Medium
TK104949,ACC101621,2026-06-25,Exported report totals don't tie out to the dashboard figures. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK104950,ACC101621,2026-05-03,MFA lockout is blocking half our desk this morning. Just a nice-to-have improvement. Second time reporting this.,Access/Permissions,Low
TK104951,ACC101622,2026-05-16,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon. Second time reporting this.",Onboarding,Medium
TK104952,ACC101622,2026-05-27,Several settlements missed the cutoff window yesterday. Production is down for us — critical impact. Please advise urgently.,Settlement,Critical
TK104953,ACC101622,2026-05-10,"Recon job flagged 18 unmatched trades again this morning. High priority, please escalate. This is impacting our team.",Reconciliation,High
TK104954,ACC101622,2026-05-02,Position quantities are wrong after the corporate action. This is blocking all trading and needs an urgent fix. This is impacting our team.,Data Accuracy,Critical
TK104955,ACC101622,2026-07-08,"Trade TRD21175 failed to settle and is stuck in pending status. High priority, please escalate. Please advise urgently.",Settlement,High
TK104956,ACC101623,2026-07-13,New user setup is confusing — we can't complete account configuration. Not urgent but it keeps recurring. This is impacting our team.,Onboarding,Medium
TK104957,ACC101623,2026-05-08,MFA lockout is blocking half our desk this morning. This is seriously impacting our desk today. Please advise urgently.,Access/Permissions,High
TK104958,ACC101623,2026-07-15,Latency spikes make the blotter unusable at peak hours. We cannot operate until this is resolved. Any update would help.,Performance,Critical
TK104959,ACC101623,2026-07-12,Our API integration returns 500 errors on the positions endpoint. Disrupting our workflow but we have a workaround. Please advise urgently.,API/Integration,Medium
TK104960,ACC101624,2026-04-27,Reconciliation break between our ledger and your settlement report for 15/05. It's affecting multiple users right now.,Reconciliation,High
TK104961,ACC101624,2026-06-24,"Reconciliation break between our ledger and your settlement report for 19/09. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reconciliation,Medium
TK104962,ACC101624,2026-06-16,"Latency spikes make the blotter unusable at peak hours. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Performance,Medium
TK104963,ACC101624,2026-06-21,The REST API rate limit is blocking our overnight batch sync. Disrupting our workflow but we have a workaround. Please advise urgently.,API/Integration,Medium
TK104964,ACC101625,2026-07-01,The dashboard takes over 30 seconds to load during market open. We cannot operate until this is resolved. Happy to jump on a call.,Performance,Critical
TK104965,ACC101625,2026-04-28,Dark mode makes several fields unreadable. No rush on this one. Happy to jump on a call.,UI/Usability,Low
TK104966,ACC101626,2026-06-14,"We were charged for overages we don't understand. Moderate impact, we'd like this fixed soon. Second time reporting this.",Billing,Medium
TK104967,ACC101626,2026-07-11,Trade TRD64710 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK104968,ACC101626,2026-06-20,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate. This is impacting our team.",API/Integration,High
TK104969,ACC101627,2026-06-05,End-of-day balances don't match after recon — we're off by $735k. We cannot operate until this is resolved. Any update would help.,Reconciliation,Critical
TK104970,ACC101627,2026-07-01,"The dashboard takes over 30 seconds to load during market open. Minor issue, low priority.",Performance,Low
TK104971,ACC101627,2026-07-04,Recon job flagged 27 unmatched trades again this morning. This is seriously impacting our desk today. Any update would help.,Reconciliation,High
TK104972,ACC101627,2026-05-28,"Filters reset every time we change tabs, it's frustrating. Moderate impact, we'd like this fixed soon. This is impacting our team.",UI/Usability,Medium
TK104973,ACC101627,2026-06-29,The new layout hides the export button — very hard to find. This is seriously impacting our desk today.,UI/Usability,High
TK104974,ACC101628,2026-06-20,Query performance has degraded badly this week. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Performance,Medium
TK104975,ACC101628,2026-04-21,Billing shows Enterprise tier but we're on Growth. This is blocking all trading and needs an urgent fix. This is impacting our team.,Billing,Critical
TK104976,ACC101628,2026-05-03,End-of-day balances don't match after recon — we're off by $513k. It's affecting multiple users right now. Second time reporting this.,Reconciliation,High
TK104977,ACC101628,2026-06-28,The REST API rate limit is blocking our overnight batch sync. No rush on this one. Any update would help.,API/Integration,Low
TK104978,ACC101628,2026-06-18,Our API integration returns 500 errors on the positions endpoint. This is seriously impacting our desk today. Any update would help.,API/Integration,High
TK104979,ACC101630,2026-07-14,Exported report totals don't tie out to the dashboard figures. It's affecting multiple users right now.,Reporting,High
TK104980,ACC101630,2026-05-26,"Several settlements missed the cutoff window yesterday. High priority, please escalate. Please advise urgently.",Settlement,High
TK104981,ACC101630,2026-06-04,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate. Second time reporting this.",API/Integration,High
TK104982,ACC101631,2026-04-21,Reconciliation break between our ledger and your settlement report for 08/05. Just a nice-to-have improvement. Second time reporting this.,Reconciliation,Low
TK104983,ACC101631,2026-05-27,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring. Any update would help.,Reporting,Medium
TK104984,ACC101631,2026-06-17,"Onboarding docs don't match the current UI, we're stuck at SSO setup. We cannot operate until this is resolved. Any update would help.",Onboarding,Critical
TK104985,ACC101631,2026-06-09,"Exported report totals don't tie out to the dashboard figures. High priority, please escalate. Please advise urgently.",Reporting,High
TK104986,ACC101632,2026-05-17,Can't schedule the regulatory report — it times out on generation. Just a nice-to-have improvement.,Reporting,Low
TK104987,ACC101633,2026-06-14,Settlement instruction was rejected with no clear reason. Disrupting our workflow but we have a workaround. Second time reporting this.,Settlement,Medium
TK104988,ACC101633,2026-07-02,A user can see accounts they shouldn't have permission to view. This is seriously impacting our desk today. This is impacting our team.,Access/Permissions,High
TK104989,ACC101633,2026-05-09,The new layout hides the export button — very hard to find. Just a nice-to-have improvement. This is impacting our team.,UI/Usability,Low
TK104990,ACC101633,2026-05-09,FX rates in the app don't match our custodian's rates. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
TK104991,ACC101633,2026-07-11,Recon job flagged 6 unmatched trades again this morning. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Reconciliation,Critical
TK104992,ACC101633,2026-07-10,Latency spikes make the blotter unusable at peak hours. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Performance,Critical
TK104993,ACC101634,2026-05-04,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate. Second time reporting this.",API/Integration,High
TK104994,ACC101634,2026-04-28,This month's invoice double-charged us for seats we removed. Not urgent but it keeps recurring. Happy to jump on a call.,Billing,Medium
TK104995,ACC101634,2026-05-08,Reconciliation break between our ledger and your settlement report for 12/10. It's affecting multiple users right now. Please advise urgently.,Reconciliation,High
TK104996,ACC101635,2026-07-03,Admin role can't grant entitlements after the latest update. Not urgent but it keeps recurring. Second time reporting this.,Access/Permissions,Medium
TK104997,ACC101635,2026-05-10,A user can see accounts they shouldn't have permission to view. Not urgent but it keeps recurring. Happy to jump on a call.,Access/Permissions,Medium
TK104998,ACC101635,2026-07-11,The new layout hides the export button — very hard to find. Not urgent but it keeps recurring.,UI/Usability,Medium
TK104999,ACC101636,2026-04-30,Our API integration returns 500 errors on the positions endpoint. Not urgent but it keeps recurring. Please advise urgently.,API/Integration,Medium
TK105000,ACC101636,2026-05-31,A user can see accounts they shouldn't have permission to view. Just a nice-to-have improvement.,Access/Permissions,Low
TK105001,ACC101637,2026-06-27,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. This is impacting our team.,Performance,High
TK105002,ACC101637,2026-05-24,Dark mode makes several fields unreadable. Disrupting our workflow but we have a workaround. Any update would help.,UI/Usability,Medium
TK105003,ACC101638,2026-07-01,"We were charged for overages we don't understand. Minor issue, low priority. Please advise urgently.",Billing,Low
TK105004,ACC101638,2026-05-30,Reconciliation break between our ledger and your settlement report for 02/03. This is blocking all trading and needs an urgent fix. Please advise urgently.,Reconciliation,Critical
TK105005,ACC101638,2026-05-15,Trade TRD50638 failed to settle and is stuck in pending status. We cannot operate until this is resolved. Any update would help.,Settlement,Critical
TK105006,ACC101638,2026-06-05,The new layout hides the export button — very hard to find. Just a nice-to-have improvement. Happy to jump on a call.,UI/Usability,Low
TK105007,ACC101638,2026-06-29,Recon job flagged 36 unmatched trades again this morning. Just a nice-to-have improvement.,Reconciliation,Low
TK105008,ACC101638,2026-05-19,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate. This is impacting our team.",Reporting,High
TK105009,ACC101638,2026-04-22,Query performance has degraded badly this week. This is seriously impacting our desk today.,Performance,High
TK105010,ACC101639,2026-06-07,Recon job flagged 8 unmatched trades again this morning. Not urgent but it keeps recurring. Second time reporting this.,Reconciliation,Medium
TK105011,ACC101639,2026-07-12,"FX rates in the app don't match our custodian's rates. Minor issue, low priority.",Data Accuracy,Low
TK105012,ACC101639,2026-06-28,"Reconciliation break between our ledger and your settlement report for 20/10. High priority, please escalate.",Reconciliation,High
TK105013,ACC101640,2026-06-09,Trade TRD95419 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK105014,ACC101641,2026-05-20,"Our API integration returns 500 errors on the positions endpoint. Moderate impact, we'd like this fixed soon. Second time reporting this.",API/Integration,Medium
TK105015,ACC101641,2026-06-02,Settlement instruction was rejected with no clear reason. No rush on this one. Any update would help.,Settlement,Low
TK105016,ACC101642,2026-06-22,"Dark mode makes several fields unreadable. High priority, please escalate. Second time reporting this.",UI/Usability,High
TK105017,ACC101642,2026-06-11,"Onboarding docs don't match the current UI, we're stuck at SSO setup. This is seriously impacting our desk today. Any update would help.",Onboarding,High
TK105018,ACC101642,2026-07-03,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring. Second time reporting this.,Reporting,Medium
TK105019,ACC101642,2026-04-27,The new layout hides the export button — very hard to find. Not urgent but it keeps recurring. Second time reporting this.,UI/Usability,Medium
TK105020,ACC101642,2026-05-03,"We were charged for overages we don't understand. Moderate impact, we'd like this fixed soon. Second time reporting this.",Billing,Medium
TK105021,ACC101642,2026-05-08,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. Happy to jump on a call.,Performance,High
TK105022,ACC101643,2026-07-07,Recon job flagged 35 unmatched trades again this morning. We cannot operate until this is resolved. Second time reporting this.,Reconciliation,Critical
TK105023,ACC101643,2026-07-12,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon. Second time reporting this.",Onboarding,Medium
TK105024,ACC101644,2026-07-06,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring. This is impacting our team.,Billing,Medium
TK105025,ACC101645,2026-07-13,The REST API rate limit is blocking our overnight batch sync. Just a nice-to-have improvement. Happy to jump on a call.,API/Integration,Low
TK105026,ACC101645,2026-04-30,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring. This is impacting our team.,Reporting,Medium
TK105027,ACC101646,2026-04-23,Our API integration returns 500 errors on the positions endpoint. Production is down for us — critical impact.,API/Integration,Critical
TK105028,ACC101647,2026-07-11,Trade TRD22394 failed to settle and is stuck in pending status. It's affecting multiple users right now.,Settlement,High
TK105029,ACC101647,2026-05-07,Data migration during onboarding dropped several historical trades. Production is down for us — critical impact.,Onboarding,Critical
TK105030,ACC101648,2026-05-18,"The dashboard takes over 30 seconds to load during market open. Moderate impact, we'd like this fixed soon. Second time reporting this.",Performance,Medium
TK105031,ACC101648,2026-06-10,Query performance has degraded badly this week. Disrupting our workflow but we have a workaround. Any update would help.,Performance,Medium
TK105032,ACC101649,2026-04-28,Pricing feed shows stale marks for several instruments. We cannot operate until this is resolved. Any update would help.,Data Accuracy,Critical
TK105033,ACC101649,2026-06-19,The REST API rate limit is blocking our overnight batch sync. No rush on this one. Happy to jump on a call.,API/Integration,Low
TK105034,ACC101649,2026-07-11,Several settlements missed the cutoff window yesterday. This is seriously impacting our desk today. This is impacting our team.,Settlement,High
TK105035,ACC101649,2026-07-13,The daily P&L export is missing columns since the last release. Just a nice-to-have improvement.,Reporting,Low
TK105036,ACC101650,2026-07-03,"Our API integration returns 500 errors on the positions endpoint. Moderate impact, we'd like this fixed soon.",API/Integration,Medium
TK105037,ACC101650,2026-06-06,Pricing feed shows stale marks for several instruments. Production is down for us — critical impact. Happy to jump on a call.,Data Accuracy,Critical
TK105038,ACC101650,2026-05-03,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring. Any update would help.,Performance,Medium
TK105039,ACC101650,2026-04-29,"Settlement instruction was rejected with no clear reason. Moderate impact, we'd like this fixed soon.",Settlement,Medium
TK105040,ACC101650,2026-06-03,"Settlement instruction was rejected with no clear reason. High priority, please escalate.",Settlement,High
TK105041,ACC101650,2026-05-14,"This month's invoice double-charged us for seats we removed. Minor issue, low priority.",Billing,Low
TK105042,ACC101652,2026-05-03,Our API integration returns 500 errors on the positions endpoint. Disrupting our workflow but we have a workaround.,API/Integration,Medium
TK105043,ACC101652,2026-05-13,Latency spikes make the blotter unusable at peak hours. Production is down for us — critical impact. This is impacting our team.,Performance,Critical
TK105044,ACC101653,2026-06-15,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reporting,Medium
TK105045,ACC101653,2026-05-14,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon. Any update would help.",Reporting,Medium
TK105046,ACC101653,2026-05-08,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Any update would help.,API/Integration,Medium
TK105047,ACC101653,2026-06-07,Pricing feed shows stale marks for several instruments. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Data Accuracy,Medium
TK105048,ACC101653,2026-06-16,Several settlements missed the cutoff window yesterday. We cannot operate until this is resolved. Please advise urgently.,Settlement,Critical
TK105049,ACC101653,2026-06-22,"Trade TRD77408 failed to settle and is stuck in pending status. High priority, please escalate.",Settlement,High
TK105050,ACC101654,2026-05-02,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Access/Permissions,Medium
TK105051,ACC101654,2026-06-04,The REST API rate limit is blocking our overnight batch sync. Disrupting our workflow but we have a workaround. Happy to jump on a call.,API/Integration,Medium
TK105052,ACC101654,2026-04-26,The REST API rate limit is blocking our overnight batch sync. Not urgent but it keeps recurring. Any update would help.,API/Integration,Medium
TK105053,ACC101654,2026-06-07,Pricing feed shows stale marks for several instruments. Production is down for us — critical impact. Happy to jump on a call.,Data Accuracy,Critical
TK105054,ACC101655,2026-04-20,New user setup is confusing — we can't complete account configuration. Not urgent but it keeps recurring.,Onboarding,Medium
TK105055,ACC101655,2026-06-21,Recon job flagged 19 unmatched trades again this morning. Not urgent but it keeps recurring. Second time reporting this.,Reconciliation,Medium
TK105056,ACC101655,2026-07-06,"Data migration during onboarding dropped several historical trades. Minor issue, low priority.",Onboarding,Low
TK105057,ACC101655,2026-05-04,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority. Happy to jump on a call.",API/Integration,Low
TK105058,ACC101655,2026-06-07,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Access/Permissions,Medium
